ORI, DSN, STOP_DATE, TIME_OF_STOP, SEQ_NO, REF_NO, EVENT_NO, RACE_BEFORE_STOP, RES_JURISDICTION, SEX, RACE, AGE_CODE, GEO, NLCCODE, STOP_LOCATION, VIOL_INVESTIGATIVE, VIOL_EQUIPMENT, VIOL_LICENSE, VIOL_MOVING, MOVING_SPEED, MOVING_LANE, MOVING_TAIL, MOVING_CMV, MOVINGHAZEQUIPIND, MOVING_SIGNAL, MOVING_OTHER, WARN_CITA_ISSUED, STOP_WARNING, STOP_CITATION, STOP_NO_ACTION, STOP_OTHER, STOPARRESTIND, SEARCH_CONDUCT, SEARCH_BOTH, SEARCHED_PERSON, SEARCHED_PROPERTY, DURATION_OF_SEARCH, CAUSE_CONSENT, CAUSE_DRG_ODOR, CAUSE_DOG_ALERT, CAUSE_PLN_VIEW, CAUSE_OFF_SFTY, CAUSE_INVNTRY, CAUSE_OTHER, CAUSE_INC_TO_ARR, CNTR_DISCOVERED, CNTR_DRUG_PAR, CNTR_CURRENCY, CNTR_WEAPON, CNTR_STLN_PROP, CNTR_OTHER, SEARCH_ARREST, CHRG_WAR_WAN, CHRG_TRAFF_VIOL, CHRG_DRUG_VIOL, CHRG_RESIST_ARR, CHRG_OFF_PERSON, CHRG_PROP_CRIME, CHRG_OTHER, CHRG_DWI, DELETE_FLAG, ENTER_DATE, ENTER_TIME, ENTER_ACID, LAST_UPDATE_DATE, LAST_UPDATE_TIME, LAST_UPDATE_ACID, LAST_UPDATE_ACTION, DISTRICT, SECOND_DSN, STATUS_CODE,,,,,,,,,,,,,,,,,,,,
MO0957300,485,1/5/2018,2210,0,TA00807081,,N,N,M,B,B,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.35.31,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,485,1/5/2018,1949,1,TA00807082,,N,N,M,B,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.36.36,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,515,1/5/2018,2105,0,TA00807118,,N,N,M,W,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.40.54,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,1/5/2018,1810,0,TA00807260,,N,Y,M,W,D,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.43.22,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,1/5/2018,40,1,TA00807261,686,N,N,F,B,D,,,N,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.43.50,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,1/5/2018,1133,2,TA00807262,,N,N,F,B,C,,,S,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.44.11,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,491,1/5/2018,1710,3,TA00807263,,N,N,F,B,B,,,N,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.44.32,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,1/5/2018,1840,0,TA00807287,,N,N,M,U,C,,,C,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.47.52,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,1/5/2018,1641,1,TA00807288,,N,N,M,B,B,,,S,I,E,,,,,,,,,,N,,,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.48.47,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,1/5/2018,2019,0,TA00807351,,N,Y,M,W,D,,,S,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.37.02,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,1/5/2018,1605,0,TA00807422,,N,Y,M,B,C,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.47.01,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,1/5/2018,1109,1,TA00807423,,N,N,F,B,B,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.47.26,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,1/5/2018,2045,0,TA00807442,,N,Y,F,B,B,,,S,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.39.18,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,1/5/2018,2310,1,TA00807443,,N,N,M,B,C,,,N,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.39.47,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,1/5/2018,2016,0,TA00807597,,N,N,M,W,D,,,S,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.37.24,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,1/5/2018,2158,1,TA00807598,,N,N,F,B,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.37.55,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,1/5/2018,2245,2,TA00807599,,N,N,M,B,B,,,O,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.38.18,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,533,1/5/2018,1605,0,TA00807628,,N,N,F,B,D,,,C,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.44.57,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,533,1/5/2018,1645,1,TA00807629,,N,Y,F,B,C,,,N,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.45.21,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,1/5/2018,825,0,TA00807661,,N,N,F,B,C,,,N,,,,M,,,,,,,O,N,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.42.47,#YONAF1,1/29/2019,07.36.10,#DUNJM1,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,1/5/2018,1300,0,TA00807723,,N,Y,F,B,B,,,C,I,E,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.41.39,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,1/5/2018,1140,1,TA00807724,,N,Y,M,B,C,,,N,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.42.17,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,1/6/2018,1137,0,TA00807944,,N,N,M,W,C,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.14.35,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,426,1/6/2018,1457,1,TA00807945,,N,N,M,W,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.15.06,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,434,1/6/2018,1637,0,TA00807954,,N,N,F,W,C,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.28.20,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,515,1/6/2018,2215,0,TA00808244,,N,N,F,B,B,,,N,,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.32.24,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,515,1/6/2018,2355,1,TA00808245,,N,N,M,B,A,,,S,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.33.01,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,515,1/6/2018,2025,2,TA00808246,,N,N,F,B,B,,,C,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.34.49,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,517,1/6/2018,2212,0,TA00808366,,N,N,F,W,D,,,C,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.34.24,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,519,1/6/2018,1048,0,TA00808431,,N,N,M,B,D,,,S,I,,,M,S,,,,,,,N,,,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.17.28,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,519,1/6/2018,1303,1,TA00808432,,N,Y,F,B,B,,,C,I,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.26.38,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,1/6/2018,1340,0,TA00808521,,N,N,M,B,B,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.15.33,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,503,1/6/2018,930,1,TA00808522,,N,Y,F,W,D,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.16.01,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,1/6/2018,2345,0,TA00808532,,N,N,M,W,C,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.33.27,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,1/6/2018,2235,1,TA00808533,,N,Y,M,B,B,,,S,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.33.54,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,1/6/2018,144,2,TA00808534,,N,N,M,B,C,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.38.54,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,522,1/6/2018,1,3,TA00808535,,N,Y,F,B,B,,,C,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.40.25,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,523,1/6/2018,605,0,TA00808540,,N,N,F,B,B,,,C,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.36.00,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,533,1/6/2018,1040,0,TA00808695,,N,Y,M,B,D,,,C,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.16.41,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,533,1/6/2018,745,1,TA00808696,,N,N,F,B,C,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.27.01,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,1/6/2018,1643,0,TA00808822,,N,N,F,B,B,,,N,I,,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.27.41,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,1/6/2018,53,1,TA00808823,,N,N,M,I,D,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.28.53,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,511,1/6/2018,1320,2,TA00808824,,N,N,F,B,D,,,N,I,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.31.53,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,1/7/2018,1430,0,TA00809140,,N,Y,M,B,C,,,S,I,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.11.40,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,1/7/2018,2128,1,TA00809141,,N,N,M,B,C,,,S,I,E,,,,,,,,,,N,,C,,O,,Y,,D,,A,,,,,S,,,,,,,,,,Y,W,,,,,,,,,1/8/2018,16.13.10,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,1/7/2018,810,2,TA00809142,,N,Y,F,B,D,,,S,,E,,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.13.45,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,518,1/7/2018,1740,3,TA00809143,,N,N,M,B,D,,,S,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.48.21,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,519,1/7/2018,1135,0,TA00809151,,N,N,M,W,D,,,C,I,,,,,,,,,,,N,,,,O,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/8/2018,16.14.07,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/7/2018,1520,0,TA00809282,,N,N,M,B,C,,,S,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/7/2018,10.52.15,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/7/2018,1445,1,TA00809283,,N,N,M,B,B,,,C,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/7/2018,10.52.39,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,419,1/8/2018,2000,0,TA00809600,,N,Y,M,W,B,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.53.12,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,481,1/8/2018,1710,0,TA00809911,,N,N,F,W,C,,,N,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.59.17,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,497,1/8/2018,10,0,TA00810013,,N,N,M,B,D,,,C,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,2/14/2018,01.13.24,#GRALR1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,1/8/2018,1516,0,TA00810063,,N,N,M,B,D,,,N,I,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.58.27,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,1/8/2018,1715,1,TA00810064,,N,N,F,B,D,,,N,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.58.53,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,1/8/2018,957,2,TA00810065,,N,N,F,B,C,,,C,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.02.02,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,1/8/2018,40,3,TA00810066,,N,N,M,B,B,,,C,I,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.02.24,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,1/8/2018,1500,0,TA00810250,,N,N,M,B,D,,,S,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.01.17,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,1/8/2018,845,1,TA00810251,,N,N,F,I,D,,,C,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.01.42,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,504,1/8/2018,835,0,TA00810309,,N,Y,M,B,C,,,C,I,,,,,,,,,,,N,,,N,,,Y,B,,,A,,D,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.56.51,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,504,1/8/2018,1343,1,TA00810310,,N,Y,M,B,D,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.57.16,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,1/8/2018,1600,0,TA00810426,,N,Y,F,W,D,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.59.42,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,1/8/2018,1645,1,TA00810427,,N,Y,M,I,B,,,N,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.00.05,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,1/8/2018,1705,2,TA00810428,,N,N,F,I,D,,,N,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.00.27,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,525,1/8/2018,1718,3,TA00810429,,N,N,F,B,D,,,C,I,,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.00.53,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,526,1/8/2018,1130,0,TA00810436,,N,N,M,B,C,,,C,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.57.38,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,1/8/2018,1338,0,TA00810481,,N,N,F,B,B,,,S,,E,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.04.59,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,530,1/8/2018,2030,0,TA00810532,,N,N,M,W,B,,,N,,,,M,S,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.55.19,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/8/2018,900,0,TA00810539,,N,N,F,W,B,,,C,,,,M,S,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.56.12,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/8/2018,1700,1,TA00810540,,N,Y,M,B,B,,,C,,E,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.58.04,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/8/2018,1430,2,TA00810541,,N,Y,M,B,D,,,S,,,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.28.43,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,1/8/2018,1930,0,TA00810544,,N,N,F,W,C,,,C,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.53.39,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,534,1/8/2018,957,0,TA00810560,,N,N,F,B,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.54.04,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,534,1/8/2018,2050,1,TA00810561,,N,N,M,B,B,,,S,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.54.30,#YONAF1,,,,,,477,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,1/8/2018,1515,0,TA00810568,,N,N,F,B,C,,,N,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,12.02.54,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,538,1/8/2018,2217,0,TA00810569,,N,N,F,W,B,,,N,,,,M,S,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.55.43,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,1/9/2018,1615,0,TA00811436,,N,N,F,B,B,,,C,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.36.26,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,516,1/9/2018,1740,1,TA00811437,,N,N,M,B,C,,,C,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.36.58,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,1/9/2018,1415,0,TA00811736,,N,N,M,B,C,,,N,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.33.05,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,520,1/9/2018,1000,1,TA00811737,,Y,Y,F,B,D,,,N,,,,M,,I,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.34.34,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,504,1/9/2018,1330,0,TA00811817,,N,Y,M,B,D,,,C,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.35.41,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,504,1/9/2018,1300,1,TA00811837,,Y,N,M,B,D,,,C,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.36.03,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,527,1/9/2018,530,0,TA00811990,,N,N,F,B,B,,,N,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/9/2018,11.54.53,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,1/9/2018,1635,0,TA00812015,,N,N,M,B,B,,,S,,,,M,,,,,,,O,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.37.23,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,529,1/9/2018,910,1,TA00812016,,N,Y,M,B,C,,,N,,E,L,,,,,,,,,Y,W,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.37.46,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/9/2018,1400,0,TA00812061,,N,N,M,B,B,,,C,,E,,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.28.06,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/9/2018,1450,1,TA00812062,,N,N,F,B,D,,,S,,,L,,,,,,,,,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.29.04,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,531,1/9/2018,1640,2,TA00812063,,N,N,M,B,D,,,C,,E,,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.29.26,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,532,1/9/2018,2022,0,TA00812069,,N,N,F,W,B,,,C,,,,M,,,,,,,O,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.32.12,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,1/9/2018,1334,0,TA00812089,,N,N,M,B,D,,,N,,,L,,,,,,,,,N,,,N,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.25.43,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
MO0957300,535,1/9/2018,1315,1,TA00812090,,N,N,M,W,C,,,N,,,,M,,,,,,,O,Y,,C,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,1/12/2018,12.38.13,#YONAF1,,,,,,,FIN,,,,,,,,,,,,,,,,,,,,
